"time","POM","LMWC","AGG","MIC","MAOM","CO2","year","date","TOC"
1,573.781762175621,1.79170064347779,1569.1045427758,5.33237149957444,4454.98934912769,0,2022,"2022-01-01",6604.99972622216
2,573.041560036146,1.86102180550888,1569.31604996352,5.28514243741209,4455.1965616857,0.297583633184479,2022,"2022-01-02",6604.70033592829
3,572.350341370057,1.88677301735124,1569.51704764619,5.24025157650383,4455.41531385919,0.586340335788947,2022,"2022-01-03",6604.40972746929
4,571.704692649565,1.88651445790717,1569.70825423359,5.1961308640089,4455.63693871688,0.861673768411056,2022,"2022-01-04",6604.13253092195
5,571.100009935179,1.87134100083244,1569.89030560264,5.15199853389962,4455.85635431898,1.12234049994994,2022,"2022-01-05",6603.87000939152
6,570.532508906306,1.84779567394534,1570.06376858755,5.10748054848603,4456.07064072762,1.3683201749662,2022,"2022-01-06",6603.62219444391
7,569.999066426419,1.81972580514742,1570.22915456632,5.06242922983571,4456.27816763305,1.60016138757414,2022,"2022-01-07",6603.38854366077
8,569.497946599227,1.78898318765367,1570.38693488587,5.0167716254075,4456.47801922198,1.81826905719344,2022,"2022-01-08",6603.16865552013
9,569.027254051417,1.75690866587644,1570.5375549974,4.97051100288,4456.66963487155,2.02331164271076,2022,"2022-01-09",6602.96186358913
10,568.583917663745,1.72492173065762,1570.68142231305,4.92377112587417,4456.8528287757,2.21659598556841,2022,"2022-01-10",6602.76686160902
11,568.164124080213,1.69439655149069,1570.81889931536,4.87676620672571,4457.02776095809,2.39982380879152,2022,"2022-01-11",6602.58194711187
12,567.765373715707,1.66566861759256,1570.95029021277,4.82967967576853,4457.19484535052,2.57425600986446,2022,"2022-01-12",6602.40585757236
13,567.386728273146,1.63832161135083,1571.07589407546,4.78260327380075,4457.35445432077,2.74048248989367,2022,"2022-01-13",6602.23800155453
14,567.027705068054,1.61183131219923,1571.19600835888,4.73558846106793,4457.50688527236,2.89886252179411,2022,"2022-01-14",6602.07801847256
15,566.689182880694,1.58520606230969,1571.3109172114,4.68858781121638,4457.65222313359,3.04918694662765,2022,"2022-01-15",6601.92611709921
16,566.371477017446,1.5580822267562,1571.42091146397,4.64155561342624,4457.79034436511,3.19138294887285,2022,"2022-01-16",6601.78237068671
17,566.072951626634,1.53116938999002,1571.52626928838,4.59455740620683,4457.92118844473,3.32609380924726,2022,"2022-01-17",6601.64613615594
18,565.792476168241,1.50466481516611,1571.627244995,4.54765242980565,4458.04486166116,3.45383252789765,2022,"2022-01-18",6601.51690006937
19,565.529571617641,1.47845071319949,1571.72408409992,4.50085991555653,4458.16143227037,3.57486263603178,2022,"2022-01-19",6601.39439861669
20,565.283009079303,1.4528325027468,1571.81701822727,4.45424331996557,4458.27100921033,3.68970316375888,2022,"2022-01-20",6601.27811233961
21,565.050549600661,1.42860606860293,1571.90625744519,4.40793379400098,4458.37382776122,3.79921976800803,2022,"2022-01-21",6601.16717466967
22,564.828942488405,1.40681356295017,1571.99201746698,4.36214397163743,4458.4704460032,3.90463198229683,2022,"2022-01-22",6601.06036349318
23,564.615948354813,1.38777629198848,1572.0744346817,4.31704142716038,4458.56154689965,4.00686832366605,2022,"2022-01-23",6600.95674765532
24,564.410577025243,1.37119282746618,1572.15359062006,4.27271421972377,4458.64773505752,4.10644428679987,2022,"2022-01-24",6600.85580975001
