forc_st	forc_sw	forc_npp	date	crop
9.7	0.26	0	2022-01-01	wheat
9.28	0.26	0	2022-01-02	wheat
8.84	0.26	0	2022-01-03	wheat
8.43	0.26	0	2022-01-04	wheat
8.05	0.26	0	2022-01-05	wheat
7.74	0.26	0	2022-01-06	wheat
7.5	0.26	0	2022-01-07	wheat
7.3	0.26	0	2022-01-08	wheat
7.09	0.26	0	2022-01-09	wheat
6.9	0.26	0	2022-01-10	wheat
6.71	0.26	0	2022-01-11	wheat
6.49	0.26	0	2022-01-12	wheat
6.29	0.26	0	2022-01-13	wheat
6.11	0.26	0	2022-01-14	wheat
5.94	0.26	0	2022-01-15	wheat
5.76	0.26	0	2022-01-16	wheat
5.59	0.26	0	2022-01-17	wheat
5.44	0.2601	0	2022-01-18	wheat
5.31	0.2601	0	2022-01-19	wheat
5.21	0.2601	0	2022-01-20	wheat
5.13	0.2601	0	2022-01-21	wheat
5.04	0.2602	0	2022-01-22	wheat
4.95	0.2602	0	2022-01-23	wheat
4.86	0.2602	0	2022-01-24	wheat
4.8	0.2603	0	2022-01-25	wheat
4.72	0.2603	0	2022-01-26	wheat
4.62	0.2744	0	2022-01-27	wheat
4.54	0.2745	0	2022-01-28	wheat
4.43	0.2806	0	2022-01-29	wheat
4.28	0.2807	0	2022-01-30	wheat
4.16	0.2808	0	2022-01-31	wheat
4.08	0.2808	0	2022-02-01	wheat
3.96	0.2809	0	2022-02-02	wheat
3.74	0.281	0	2022-02-03	wheat
3.48	0.2811	0	2022-02-04	wheat
3.24	0.2812	0	2022-02-05	wheat
3.02	0.2812	0	2022-02-06	wheat
2.83	0.2813	0	2022-02-07	wheat
2.75	0.2813	0	2022-02-08	wheat
2.66	0.2814	0	2022-02-09	wheat
2.52	0.2815	0	2022-02-10	wheat
2.36	0.2815	0	2022-02-11	wheat
2.28	0.2816	0	2022-02-12	wheat
2.29	0.3727	0	2022-02-13	wheat
2.31	0.3843	0	2022-02-14	wheat
2.32	0.4316	0	2022-02-15	wheat
2.39	0.4315	0	2022-02-16	wheat
2.42	0.4315	0	2022-02-17	wheat
2.43	0.4314	0	2022-02-18	wheat
2.46	0.552	0	2022-02-19	wheat
2.48	0.552	0	2022-02-20	wheat
2.48	0.5519	0	2022-02-21	wheat
2.45	0.5519	0	2022-02-22	wheat
2.41	0.5518	0	2022-02-23	wheat
2.38	0.552	0	2022-02-24	wheat
2.44	0.26	0	2022-02-25	wheat
2.57	0.26	0	2022-02-26	wheat
2.63	0.26	0	2022-02-27	wheat
2.62	0.26	0	2022-02-28	wheat
2.66	0.26	0	2022-03-01	wheat
2.74	0.26	0	2022-03-02	wheat
3.01	0.26	0	2022-03-03	wheat
3.33	0.26	0	2022-03-04	wheat
3.55	0.2599	0	2022-03-05	wheat
3.65	0.2599	0	2022-03-06	wheat
3.92	0.2598	0	2022-03-07	wheat
4.31	0.2597	0	2022-03-08	wheat
4.82	0.2596	0	2022-03-09	wheat
5.4	0.2592	0	2022-03-10	wheat
5.97	0.2588	0	2022-03-11	wheat
6.29	0.2584	0	2022-03-12	wheat
6.54	0.2582	0	2022-03-13	wheat
6.6	0.2577	0	2022-03-14	wheat
6.6	0.2573	0	2022-03-15	wheat
6.67	0.26	0	2022-03-16	wheat
6.97	0.26	0	2022-03-17	wheat
7.27	0.26	0	2022-03-18	wheat
7.38	0.26	0	2022-03-19	wheat
7.45	0.26	0	2022-03-20	wheat
7.7	0.26	0	2022-03-21	wheat
7.96	0.26	0	2022-03-22	wheat
8.11	0.26	0	2022-03-23	wheat
8.33	0.26	0	2022-03-24	wheat
8.53	0.26	0	2022-03-25	wheat
8.7	0.26	0	2022-03-26	wheat
8.9	0.26	0	2022-03-27	wheat
9	0.26	0	2022-03-28	wheat
9.08	0.26	0	2022-03-29	wheat
9.4	0.26	0	2022-03-30	wheat
9.81	0.26	0	2022-03-31	wheat
10.37	0.26	0	2022-04-01	wheat
10.68	0.26	0	2022-04-02	wheat
10.56	0.26	0	2022-04-03	wheat
10.39	0.26	0	2022-04-04	wheat
10.25	0.26	0	2022-04-05	wheat
10.13	0.26	0	2022-04-06	wheat
10.09	0.2599	0	2022-04-07	wheat
10.12	0.2599	0	2022-04-08	wheat
10.31	0.2598	0	2022-04-09	wheat
10.57	0.2596	0	2022-04-10	wheat
10.7	0.2592	0	2022-04-11	wheat
10.88	0.2586	0	2022-04-12	wheat
11	0.26	0	2022-04-13	wheat
11.03	0.26	0	2022-04-14	wheat
11.16	0.26	0	2022-04-15	wheat
11.3	0.26	0	2022-04-16	wheat
11.56	0.26	0	2022-04-17	wheat
11.91	0.26	0	2022-04-18	wheat
12.12	0.26	0	2022-04-19	wheat
12.24	0.26	0	2022-04-20	wheat
12.3	0.26	0	2022-04-21	wheat
12.3	0.26	0	2022-04-22	wheat
12.45	0.26	0	2022-04-23	wheat
12.82	0.26	0	2022-04-24	wheat
13.38	0.26	0	2022-04-25	wheat
14.08	0.26	0	2022-04-26	wheat
14.59	0.26	0	2022-04-27	wheat
15.06	0.26	0	2022-04-28	wheat
15.39	0.26	0	2022-04-29	wheat
15.31	0.26	0	2022-04-30	wheat
15.31	0.26	0	2022-05-01	wheat
15.52	0.2599	0	2022-05-02	wheat
15.95	0.2599	0	2022-05-03	wheat
16.44	0.26	0	2022-05-04	wheat
16.78	0.26	0	2022-05-05	wheat
16.89	0.26	0	2022-05-06	wheat
17.09	0.26	0	2022-05-07	wheat
17.19	0.26	0	2022-05-08	wheat
17.11	0.26	0	2022-05-09	wheat
17.14	0.26	0	2022-05-10	wheat
17.27	0.26	0	2022-05-11	wheat
17.5	0.2599	0	2022-05-12	wheat
17.87	0.2599	0	2022-05-13	wheat
18.23	0.2597	0	2022-05-14	wheat
18.46	0.2595	0	2022-05-15	wheat
18.68	0.2592	0	2022-05-16	wheat
18.86	0.2586	0	2022-05-17	wheat
18.91	0.2577	0	2022-05-18	wheat
18.94	0.257	0	2022-05-19	wheat
18.79	0.2565	0	2022-05-20	wheat
18.76	0.2564	0	2022-05-21	wheat
19.12	0.26	0	2022-05-22	wheat
19.58	0.26	0	2022-05-23	wheat
19.91	0.26	0	2022-05-24	wheat
20.02	0.26	0	2022-05-25	wheat
20.07	0.26	0	2022-05-26	wheat
20.08	0.26	0	2022-05-27	wheat
20.04	0.2599	0	2022-05-28	wheat
20.05	0.2598	0	2022-05-29	wheat
20.2	0.2597	0	2022-05-30	wheat
20.4	0.2596	0	2022-05-31	wheat
20.51	0.2595	0	2022-06-01	wheat
20.67	0.2593	0	2022-06-02	wheat
20.66	0.259	0	2022-06-03	wheat
20.81	0.2587	0	2022-06-04	wheat
21.09	0.26	0	2022-06-05	wheat
21.28	0.26	0	2022-06-06	wheat
21.4	0.26	0	2022-06-07	wheat
21.55	0.26	0	2022-06-08	wheat
21.69	0.2599	0	2022-06-09	wheat
21.8	0.2598	0	2022-06-10	wheat
22.01	0.2597	0	2022-06-11	wheat
22.3	0.2594	0	2022-06-12	wheat
22.6	0.2591	0	2022-06-13	wheat
22.82	0.2585	0	2022-06-14	wheat
23	0.258	0	2022-06-15	wheat
23.13	0.2573	0	2022-06-16	wheat
23.25	0.2558	0	2022-06-17	wheat
23.36	0.2538	0	2022-06-18	wheat
23.51	0.2523	0	2022-06-19	wheat
23.7	0.2505	0	2022-06-20	wheat
23.95	0.2476	0	2022-06-21	wheat
24.22	0.2443	0	2022-06-22	wheat
24.48	0.2405	0	2022-06-23	wheat
24.72	0.2382	0	2022-06-24	wheat
24.7	0.235	0	2022-06-25	wheat
24.63	0.2314	0	2022-06-26	wheat
24.74	0.2275	0	2022-06-27	wheat
25.02	0.2232	0	2022-06-28	wheat
25.32	0.2188	0	2022-06-29	wheat
25.56	0.2176	0	2022-06-30	wheat
25.58	0.2162	0	2022-07-01	wheat
25.62	0.215	0	2022-07-02	wheat
25.73	0.2138	0	2022-07-03	wheat
25.94	0.2122	0	2022-07-04	wheat
26.1	0.26	0	2022-07-05	wheat
26.04	0.26	0	2022-07-06	wheat
25.94	0.26	0	2022-07-07	wheat
25.91	0.26	0	2022-07-08	wheat
25.94	0.2599	0	2022-07-09	wheat
26.09	0.2598	0	2022-07-10	wheat
26.42	0.2597	0	2022-07-11	wheat
26.8	0.2595	0	2022-07-12	wheat
27.05	0.26	0	2022-07-13	wheat
27.22	0.26	0	2022-07-14	wheat
27.26	0.26	0	2022-07-15	wheat
27.2	0.26	0	2022-07-16	wheat
27.17	0.2599	0	2022-07-17	wheat
27.22	0.2598	0	2022-07-18	wheat
27.31	0.2597	0	2022-07-19	wheat
27.37	0.2595	0	2022-07-20	wheat
27.43	0.2591	0	2022-07-21	wheat
27.49	0.2585	0	2022-07-22	wheat
27.59	0.2575	0	2022-07-23	wheat
27.73	0.256	0	2022-07-24	wheat
27.89	0.2538	0	2022-07-25	wheat
28.08	0.2525	0	2022-07-26	wheat
28.18	0.2524	0	2022-07-27	wheat
28.17	0.2522	0	2022-07-28	wheat
28.1	0.2519	0	2022-07-29	wheat
28.04	0.2517	0	2022-07-30	wheat
27.96	0.2565	0	2022-07-31	wheat
28.03	0.26	0	2022-08-01	wheat
28.22	0.26	0	2022-08-02	wheat
28.28	0.26	0	2022-08-03	wheat
28.28	0.26	0	2022-08-04	wheat
28.23	0.26	0	2022-08-05	wheat
28.18	0.26	0	2022-08-06	wheat
28.22	0.26	0	2022-08-07	wheat
28.37	0.26	0	2022-08-08	wheat
28.5	0.26	0	2022-08-09	wheat
28.54	0.26	0	2022-08-10	wheat
28.48	0.26	0	2022-08-11	wheat
28.3	0.26	0	2022-08-12	wheat
28.08	0.26	0	2022-08-13	wheat
27.93	0.26	0	2022-08-14	wheat
27.86	0.26	0	2022-08-15	wheat
27.79	0.26	0	2022-08-16	wheat
27.75	0.2599	0	2022-08-17	wheat
27.7	0.2598	0	2022-08-18	wheat
27.69	0.2596	0	2022-08-19	wheat
27.7	0.2593	0	2022-08-20	wheat
27.72	0.2589	0	2022-08-21	wheat
27.75	0.2586	0	2022-08-22	wheat
27.76	0.26	0	2022-08-23	wheat
27.76	0.26	0	2022-08-24	wheat
27.76	0.26	0	2022-08-25	wheat
27.82	0.26	0	2022-08-26	wheat
27.82	0.26	0	2022-08-27	wheat
27.6	0.26	0	2022-08-28	wheat
27.52	0.26	0	2022-08-29	wheat
27.62	0.26	0	2022-08-30	wheat
27.81	0.26	0	2022-08-31	wheat
28.02	0.2599	0	2022-09-01	wheat
28.2	0.2599	0	2022-09-02	wheat
28.28	0.26	0	2022-09-03	wheat
28.12	0.26	0	2022-09-04	wheat
28.14	0.26	0	2022-09-05	wheat
28.23	0.26	0	2022-09-06	wheat
28.37	0.26	0	2022-09-07	wheat
28.48	0.26	0	2022-09-08	wheat
28.23	0.2599	0	2022-09-09	wheat
28.12	0.2599	0	2022-09-10	wheat
28.06	0.2598	0	2022-09-11	wheat
27.99	0.2597	0	2022-09-12	wheat
27.96	0.2595	0	2022-09-13	wheat
28.01	0.2594	0	2022-09-14	wheat
28.16	0.2592	0	2022-09-15	wheat
28.27	0.26	0	2022-09-16	wheat
28.16	0.26	0	2022-09-17	wheat
27.69	0.26	0	2022-09-18	wheat
27.27	0.26	0	2022-09-19	wheat
27.13	0.26	0	2022-09-20	wheat
27.14	0.2599	0	2022-09-21	wheat
27.21	0.2598	0	2022-09-22	wheat
27.27	0.2596	0	2022-09-23	wheat
27.31	0.2593	0	2022-09-24	wheat
27.33	0.2589	0	2022-09-25	wheat
27.37	0.2584	0	2022-09-26	wheat
27.36	0.2578	0	2022-09-27	wheat
