forc_st	forc_sw	forc_npp	date	crop
9.7	0.26	0	2022-01-01	wheat
9.29	0.26	0	2022-01-02	wheat
8.86	0.26	0	2022-01-03	wheat
8.46	0.26	0	2022-01-04	wheat
8.09	0.26	0	2022-01-05	wheat
7.78	0.26	0	2022-01-06	wheat
7.55	0.26	0	2022-01-07	wheat
7.35	0.26	0	2022-01-08	wheat
7.14	0.26	0	2022-01-09	wheat
6.96	0.26	0	2022-01-10	wheat
6.77	0.26	0	2022-01-11	wheat
6.56	0.26	0	2022-01-12	wheat
6.36	0.26	0	2022-01-13	wheat
6.19	0.26	0	2022-01-14	wheat
6.01	0.26	0	2022-01-15	wheat
5.84	0.26	0	2022-01-16	wheat
5.66	0.26	0	2022-01-17	wheat
5.52	0.2601	0	2022-01-18	wheat
5.4	0.2601	0	2022-01-19	wheat
5.3	0.2601	0	2022-01-20	wheat
5.22	0.2601	0	2022-01-21	wheat
5.13	0.2602	0	2022-01-22	wheat
5.04	0.2602	0	2022-01-23	wheat
4.96	0.2602	0	2022-01-24	wheat
4.88	0.2603	0	2022-01-25	wheat
4.8	0.2603	0	2022-01-26	wheat
4.71	0.2744	0	2022-01-27	wheat
4.63	0.2745	0	2022-01-28	wheat
4.52	0.2806	0	2022-01-29	wheat
4.36	0.2807	0	2022-01-30	wheat
4.24	0.2808	0	2022-01-31	wheat
4.18	0.2808	0	2022-02-01	wheat
4.04	0.2809	0	2022-02-02	wheat
3.84	0.281	0	2022-02-03	wheat
3.58	0.2811	0	2022-02-04	wheat
3.33	0.2812	0	2022-02-05	wheat
3.11	0.2812	0	2022-02-06	wheat
2.92	0.2813	0	2022-02-07	wheat
2.85	0.2813	0	2022-02-08	wheat
2.76	0.2814	0	2022-02-09	wheat
2.62	0.2815	0	2022-02-10	wheat
2.45	0.2815	0	2022-02-11	wheat
2.38	0.2816	0	2022-02-12	wheat
2.38	0.3668	0	2022-02-13	wheat
2.41	0.3784	0	2022-02-14	wheat
2.41	0.4257	0	2022-02-15	wheat
2.48	0.4257	0	2022-02-16	wheat
2.51	0.4256	0	2022-02-17	wheat
2.52	0.4256	0	2022-02-18	wheat
2.54	0.26	0	2022-02-19	wheat
2.58	0.26	0	2022-02-20	wheat
2.58	0.26	0	2022-02-21	wheat
2.54	0.26	0	2022-02-22	wheat
2.48	0.26	0	2022-02-23	wheat
2.46	0.26	0	2022-02-24	wheat
2.52	0.26	0	2022-02-25	wheat
2.64	0.26	0	2022-02-26	wheat
2.69	0.26	0	2022-02-27	wheat
2.68	0.26	0	2022-02-28	wheat
2.71	0.26	0	2022-03-01	wheat
2.78	0.2599	0	2022-03-02	wheat
3.02	0.2599	0	2022-03-03	wheat
3.31	0.2599	0	2022-03-04	wheat
3.52	0.2598	0	2022-03-05	wheat
3.61	0.2597	0	2022-03-06	wheat
3.85	0.2595	0	2022-03-07	wheat
4.21	0.2593	0	2022-03-08	wheat
4.68	0.259	0	2022-03-09	wheat
5.21	0.2583	0	2022-03-10	wheat
5.74	0.2576	0	2022-03-11	wheat
6.03	0.2569	0	2022-03-12	wheat
6.26	0.2564	0	2022-03-13	wheat
6.31	0.2556	0	2022-03-14	wheat
6.3	0.255	0	2022-03-15	wheat
6.37	0.26	0	2022-03-16	wheat
6.64	0.26	0	2022-03-17	wheat
6.9	0.26	0	2022-03-18	wheat
7.02	0.26	0	2022-03-19	wheat
7.07	0.26	0	2022-03-20	wheat
7.3	0.26	0	2022-03-21	wheat
7.52	0.26	0	2022-03-22	wheat
7.65	0.26	0	2022-03-23	wheat
7.85	0.26	0	2022-03-24	wheat
8.04	0.26	0	2022-03-25	wheat
8.19	0.26	0	2022-03-26	wheat
8.37	0.26	0	2022-03-27	wheat
8.46	0.26	0	2022-03-28	wheat
8.54	0.26	0	2022-03-29	wheat
8.82	0.2599	0	2022-03-30	wheat
9.19	0.2599	0	2022-03-31	wheat
9.7	0.26	0	2022-04-01	wheat
9.98	0.26	0	2022-04-02	wheat
9.89	0.26	0	2022-04-03	wheat
9.72	0.26	0	2022-04-04	wheat
9.61	0.26	0	2022-04-05	wheat
9.5	0.2599	0	2022-04-06	wheat
9.46	0.2598	0	2022-04-07	wheat
9.48	0.2597	0	2022-04-08	wheat
9.64	0.2595	0	2022-04-09	wheat
9.88	0.259	0	2022-04-10	wheat
9.98	0.2579	0	2022-04-11	wheat
10.14	0.2561	0	2022-04-12	wheat
10.25	0.26	0	2022-04-13	wheat
10.27	0.26	0	2022-04-14	wheat
10.38	0.2599	0	2022-04-15	wheat
10.5	0.26	0	2022-04-16	wheat
10.74	0.26	0	2022-04-17	wheat
11.05	0.26	0	2022-04-18	wheat
11.26	0.26	0	2022-04-19	wheat
11.37	0.26	0	2022-04-20	wheat
11.43	0.26	0	2022-04-21	wheat
11.43	0.2599	0	2022-04-22	wheat
11.56	0.2599	0	2022-04-23	wheat
11.89	0.26	0	2022-04-24	wheat
12.39	0.26	0	2022-04-25	wheat
13.04	0.26	0	2022-04-26	wheat
13.52	0.26	0	2022-04-27	wheat
13.95	0.26	0	2022-04-28	wheat
14.27	0.26	0	2022-04-29	wheat
14.2	0.26	0	2022-04-30	wheat
14.2	0.2599	0	2022-05-01	wheat
14.38	0.2597	0	2022-05-02	wheat
14.77	0.2595	0	2022-05-03	wheat
15.23	0.26	0	2022-05-04	wheat
15.54	0.26	0	2022-05-05	wheat
15.64	0.26	0	2022-05-06	wheat
15.84	0.26	0	2022-05-07	wheat
15.93	0.26	0	2022-05-08	wheat
15.86	0.26	0	2022-05-09	wheat
15.89	0.26	0	2022-05-10	wheat
16	0.2599	0	2022-05-11	wheat
16.21	0.2598	0	2022-05-12	wheat
16.55	0.2596	0	2022-05-13	wheat
16.89	0.2591	0	2022-05-14	wheat
17.1	0.2582	0	2022-05-15	wheat
17.31	0.2565	0	2022-05-16	wheat
17.48	0.2537	0	2022-05-17	wheat
17.52	0.2498	0	2022-05-18	wheat
17.55	0.2472	0	2022-05-19	wheat
17.41	0.245	0	2022-05-20	wheat
17.37	0.2442	0	2022-05-21	wheat
17.7	0.26	0	2022-05-22	wheat
18.12	0.26	0	2022-05-23	wheat
18.44	0.26	0	2022-05-24	wheat
18.56	0.26	0	2022-05-25	wheat
18.6	0.26	0	2022-05-26	wheat
18.6	0.2599	0	2022-05-27	wheat
18.56	0.2597	0	2022-05-28	wheat
18.56	0.2594	0	2022-05-29	wheat
18.7	0.2588	0	2022-05-30	wheat
18.88	0.2582	0	2022-05-31	wheat
18.99	0.2573	0	2022-06-01	wheat
19.15	0.2561	0	2022-06-02	wheat
19.14	0.2544	0	2022-06-03	wheat
19.27	0.2516	0	2022-06-04	wheat
19.52	0.26	0	2022-06-05	wheat
19.7	0.26	0	2022-06-06	wheat
19.82	0.2599	0	2022-06-07	wheat
19.95	0.2598	0	2022-06-08	wheat
20.09	0.2596	0	2022-06-09	wheat
20.2	0.2591	0	2022-06-10	wheat
20.39	0.2582	0	2022-06-11	wheat
20.66	0.2563	0	2022-06-12	wheat
20.94	0.2529	0	2022-06-13	wheat
21.16	0.2481	0	2022-06-14	wheat
21.32	0.2444	0	2022-06-15	wheat
21.44	0.2401	0	2022-06-16	wheat
21.56	0.2339	0	2022-06-17	wheat
