"time","POM","LMWC","AGG","MIC","MAOM","CO2","year","date","TOC"
1,573.66660838086,1.79053750383918,1569.01886953298,5.32895198175889,4454.8859354375,0,2022,"2022-01-01",6604.69090283694
2,572.927832688693,1.85985402486332,1569.22998852524,5.28179352061176,4455.09249443697,0.297132842480707,2022,"2022-01-02",6604.39196319638
3,572.235911564752,1.88651379343872,1569.43059716683,5.2370655000922,4455.31073058988,0.586425001449305,2022,"2022-01-03",6604.10081861499
4,571.587970646846,1.88751118312763,1569.62139265413,5.19321436333515,4455.5321306047,0.863159257861704,2022,"2022-01-04",6603.82221945214
5,570.979871518048,1.87366035277646,1569.80299738833,5.14944760702792,4455.75165022523,1.12589375798385,2022,"2022-01-05",6603.55762709141
6,570.407013339869,1.85190489227634,1569.97596391678,5.10543235395507,4455.96641793962,1.37494861597255,2022,"2022-01-06",6603.3067324425
7,569.863778818848,1.82711391939342,1570.14077011651,5.06116566696741,4456.17504077184,1.61199529733469,2022,"2022-01-07",6603.06786929356
8,569.345921159798,1.80183481185643,1570.29782295687,5.01675830054239,4456.37709067164,1.83864504770524,2022,"2022-01-08",6602.83942790071
9,568.852047713179,1.77652473613497,1570.44749122905,4.9722533657408,4456.57249454105,2.05549467860998,2022,"2022-01-09",6602.62081158515
10,568.380847545184,1.7515398910626,1570.59012732773,4.9276993906355,4456.76123119448,2.26311913273712,2022,"2022-01-10",6602.4114453491
11,567.931070357616,1.72704199199887,1570.72605975611,4.88315862883452,4456.94339966679,2.46211669228888,2022,"2022-01-11",6602.21073040134
12,567.502819108559,1.702554533526,1570.85560798145,4.8386196646979,4457.11903657891,2.65251597980506,2022,"2022-01-12",6602.01863786714
13,567.095647964051,1.67804505109528,1570.97908721861,4.79408514830537,4457.28809618769,2.83452325289298,2022,"2022-01-13",6601.83496156975
14,566.707890696124,1.6540709907248,1571.09679541177,4.74962780670637,4457.45061460826,3.00884028100089,2022,"2022-01-14",6601.65899951358
15,566.338453428731,1.63071737115984,1571.20900784205,4.70530716008722,4457.60674449655,3.1759877959017,2022,"2022-01-15",6601.49023029858
16,565.986763897636,1.60785498335467,1571.31598971877,4.66115035725459,4457.75659759605,3.33626267151195,2022,"2022-01-16",6601.32835655306
17,565.652260961022,1.58537249617409,1571.4179946073,4.61718197463925,4457.90028152286,3.48995115128355,2022,"2022-01-17",6601.173091562
