"time","POM","LMWC","AGG","MIC","MAOM","CO2","year","date","TOC"
1,634.07893806639,2.56817621848422,1730.22819548762,6.41468404814807,4971.12348056105,0,2022,"2022-01-01",7344.41347438168
2,633.03319378334,2.55648574788093,1730.66049955367,6.36059213961897,4971.3190738773,0.481097531862611,2022,"2022-01-02",7343.92984510181
3,632.059836785409,2.52559803260992,1731.07584394689,6.30547341139397,4971.51067024547,0.931010649809154,2022,"2022-01-03",7343.47742242177
4,631.150047498284,2.48558598931123,1731.47524188881,6.24891332096798,4971.69462724691,1.3515435951781,2022,"2022-01-04",7343.05441594429
5,630.293682541025,2.44292250767307,1731.85959823509,6.19107278239381,4971.86947855972,1.74677252587079,2022,"2022-01-05",7342.6567546259
6,629.484294770999,2.40038845078722,1732.22966855756,6.13219861729451,4972.03484309091,2.11974346868011,2022,"2022-01-06",7342.28139348755
7,628.718048194405,2.35879856128673,1732.58613728552,6.07250757624414,4972.19078769076,2.47250897329557,2022,"2022-01-07",7341.92627930821
8,627.992178100401,2.31836794276432,1732.92964490465,6.01218109057679,4972.33747643047,2.8066316466788,2022,"2022-01-08",7341.58984846886
9,627.303702430645,2.2793800627088,1733.26078952074,5.9514209166101,4972.4751555511,3.12376268089234,2022,"2022-01-09",7341.27044848181
10,626.650198269976,2.24184248460352,1733.58012980224,5.89040317765196,4972.6041228188,3.42528340860887,2022,"2022-01-10",7340.96669655327
11,626.02902895694,2.20594942380409,1733.8881904655,5.82931019037663,4972.72468673649,3.71261927024252,2022,"2022-01-11",7340.67716577311
12,625.43840834215,2.17145439630301,1734.18546022195,5.76827995985365,4972.83720185182,3.98682001530348,2022,"2022-01-12",7340.40080477208
13,624.876649150732,2.13828472761857,1734.47240748421,5.70742395623548,4972.9419265344,4.24880612534532,2022,"2022-01-13",7340.13669185319
14,624.341482013944,2.10663282722654,1734.74946802753,5.64688927560764,4973.03919066519,4.49974033506727,2022,"2022-01-14",7339.88366280949
15,623.832055391894,2.07603434100805,1735.017054765,5.58673652868668,4973.1292888544,4.74016909238757,2022,"2022-01-15",7339.64116988099
16,623.346965126616,2.04653920288099,1735.27554173223,5.52703785117839,4973.21241717395,4.97080362679343,2022,"2022-01-16",7339.40850108685
17,622.884516518106,2.01825597666749,1735.52530255988,5.46788911976782,4973.28885998677,5.19247496437975,2022,"2022-01-17",7339.18482416119
18,622.443959049451,1.99085756944838,1735.76671738866,5.40932520689771,4973.3588609488,5.40560082710229,2022,"2022-01-18",7338.96972016326
19,622.024027177761,1.964427241059,1736.00012659966,5.35140018224929,4973.42261557429,5.61077267253255,2022,"2022-01-19",7338.76259677502
20,621.623513587826,1.93898331261711,1736.22584994946,5.29416857516054,4973.48036322434,5.80856482647375,2022,"2022-01-20",7338.56287864941
21,621.241826382953,1.91428254076496,1736.44419433154,5.23764375568085,4973.53230098617,5.99929423333862,2022,"2022-01-21",7338.3702479971
22,620.878117831301,1.89030595296068,1736.65545523142,5.18184704450851,4973.57859034575,6.1833486090274,2022,"2022-01-22",7338.18431640593
23,620.531573653357,1.86702334470594,1736.85991393553,5.12679829723243,4973.61940227162,6.36109960130812,2022,"2022-01-23",7338.00471150244
24,620.201414180615,1.84442915423209,1737.0578402498,5.07251275988918,4973.65489169919,6.53289179745242,2022,"2022-01-24",7337.83108804373
25,619.886635430308,1.82263892512091,1737.24948993255,5.01902015879856,4973.68523678082,6.69914925913934,2022,"2022-01-25",7337.66302122759
26,619.586530211393,1.80159254611816,1737.43510544434,4.96633501264731,4973.71062913507,6.8601899031897,2022,"2022-01-26",7337.50019234957
27,619.300911130144,1.78099636599298,1737.61492140897,4.91443782627203,4973.73121518633,7.01613261670221,2022,"2022-01-27",7337.34248191771
