"time","POM","LMWC","AGG","MIC","MAOM","CO2","year","date","TOC"
1,610.867299129894,3.26558571531546,1554.74875588043,9.10124561791496,4473.93345492562,0,2022,"2022-01-01",6651.91634126917
2,609.052167421055,3.15313109823948,1555.63792508169,8.97659925077465,4474.42292765866,0.670424994528491,2022,"2022-01-02",6651.24275051042
3,607.341171853102,3.05767867724606,1556.4962216578,8.8467026703095,4474.88754440578,1.280792088191,2022,"2022-01-03",6650.62931926424
4,605.727991723365,2.97221622486787,1557.32517380206,8.71324858975452,4475.33022621629,1.83827964555173,2022,"2022-01-04",6650.06885655633
5,604.204328974725,2.89351869938111,1558.12619637101,8.57762289458283,4475.752861439,2.34971341551843,2022,"2022-01-05",6649.5545283787
6,602.76259403463,2.81996193215894,1558.90060597246,8.4408771907098,4476.15672485488,2.82065851319635,2022,"2022-01-06",6649.08076398484
7,601.395305084915,2.75075121951789,1559.64960961917,8.30392073391627,4476.5429168353,3.25617006603655,2022,"2022-01-07",6648.64250349281
8,600.098443248628,2.68442920851676,1560.37433465655,8.16724073105001,4476.91228070342,3.6592628164299,2022,"2022-01-08",6648.23672854816
9,598.867766116478,2.6204249041177,1561.0758537289,8.0312349599337,4477.2653714417,4.03272236843857,2022,"2022-01-09",6647.86065115113
10,597.69715850106,2.55921041669735,1561.7551631394,7.89644035213276,4477.60279550414,4.3800496061963,2022,"2022-01-10",6647.51076791343
11,596.580631819358,2.50123564294499,1562.41317622725,7.76337934455917,4477.92530735235,4.70458998509432,2022,"2022-01-11",6647.18373038646
12,595.512822193985,2.44678986129813,1563.05066924381,7.63251004170929,4478.23374718777,5.00934043018228,2022,"2022-01-12",6646.87653852858
13,594.490212978929,2.39539146572625,1563.66842068145,7.5040969921319,4478.52899621035,5.29637158702992,2022,"2022-01-13",6646.58711832859
14,593.512342720507,2.34551423651576,1564.26723546277,7.37806830223136,4478.81169906251,5.5662909004954,2022,"2022-01-14",6646.31485978454
15,592.579460109922,2.29597365013462,1564.84785162253,7.25422243165564,4479.08208471318,5.81926793410616,2022,"2022-01-15",6646.05959252742
16,591.690957350006,2.24631757538843,1565.41099427826,7.13240897621132,4479.34019658999,6.05574438534734,2022,"2022-01-16",6645.82087476985
17,590.84391839944,2.19734147189136,1565.95736265466,7.01268988212359,4479.58608102088,6.27703323649795,2022,"2022-01-17",6645.59739342899
18,590.035303749184,2.14957389031945,1566.48760399549,6.89518549147665,4479.82005259127,6.48456214805809,2022,"2022-01-18",6645.38771971774
19,589.264375570899,2.10243306157879,1567.00233932539,6.77980870428569,4480.04237189676,6.67885528614461,2022,"2022-01-19",6645.19132855892
20,588.528670999736,2.05642176396218,1567.50216780056,6.66661747369389,4480.25324362875,6.86101024399632,2022,"2022-01-20",6645.0071216667
21,587.82397847419,2.01272226567977,1567.98763821954,6.55585990125611,4480.45314612757,7.03277933200996,2022,"2022-01-21",6644.83334498824
22,587.14545712821,1.97248517719921,1568.45937784733,6.44785925061185,4480.64288936393,7.19608892506262,2022,"2022-01-22",6644.66806876728
23,586.488823617834,1.93644158701404,1568.91780890403,6.34291645406867,4480.82350717227,7.35273043692707,2022,"2022-01-23",6644.50949773521
24,585.852034087276,1.90419825743224,1569.36318664234,6.24113761310412,4480.99602797698,7.50374771216003,2022,"2022-01-24",6644.35658457713
25,585.234713627424,1.87459520701381,1569.79588769031,6.14244766958974,4481.16131818285,7.64950444832275,2022,"2022-01-25",6644.20896237719
26,584.63843958073,1.84583126851143,1570.2162922136,6.04656741981684,4481.31987101471,7.78962849919891,2022,"2022-01-26",6644.06700149736
27,584.063471764131,1.81741486142441,1570.62479422651,5.95328737435781,4481.47179783352,7.92405542031885,2022,"2022-01-27",6643.93076605994
28,583.507235806699,1.79040741853981,1571.02176530614,5.86265364986419,4481.61734365141,8.05363458926645,2022,"2022-01-28",6643.79940583265
29,582.968221556603,1.76498230253008,1571.40754568386,5.7746564265199,4481.75695026476,8.17892895978052,2022,"2022-01-29",6643.67235623427
30,582.447231912113,1.74007903751656,1571.78246936789,5.68909251158199,4481.89092067821,8.29976118938912,2022,"2022-01-30",6643.54979350732
31,581.945216273069,1.71490663771175,1572.14687994056,5.60572490639749,4482.0192783118,8.41584283172683,2022,"2022-01-31",6643.43200606954
32,581.46217894189,1.68937858606563,1572.50112100916,5.52439166851771,4482.14194974458,8.52714819195135,2022,"2022-02-01",6643.31901995022
33,580.997274088367,1.663899828928,1572.84552726119,5.44501134632051,4482.25889213216,8.63390796790519,2022,"2022-02-02",6643.21060465696
34,580.54929313684,1.63893807572958,1573.18041529239,5.36755379443678,4482.37019540887,8.73648632363536,2022,"2022-02-03",6643.10639570827
35,580.117098341711,1.61481759461172,1573.5060849888,5.29199838169523,4482.47603623206,8.83524016460259,2022,"2022-02-04",6643.00603553888
36,579.699805937912,1.59162821165017,1573.82281993952,5.21831638373869,4482.57665742242,8.93046482295458,2022,"2022-02-05",6642.90922789524
37,579.296578117714,1.56944864844027,1574.13089219331,5.1464783931506,4482.67230006185,9.02243474251761,2022,"2022-02-06",6642.81569741447
38,578.906985591687,1.54808288195365,1574.43056136288,5.07642960422255,4482.76321937485,9.11131422609336,2022,"2022-02-07",6642.72527881558
39,578.531159334044,1.52710879974,1574.72208445509,5.00806686842572,4482.84956231404,9.1970930391638,2022,"2022-02-08",6642.63798177134
40,578.169558929353,1.50600883600341,1575.00571749564,4.94125886919793,4482.93137536824,9.27965778935004,2022,"2022-02-09",6642.55391949844
41,577.822250777107,1.48467272105282,1575.28171897398,4.87589738082569,4483.00858625252,9.35897464999547,2022,"2022-02-10",6642.47312610548
42,577.48826428615,1.46359548197887,1575.55033702632,4.81196219297674,4483.08119624889,9.43528996980937,2022,"2022-02-11",6642.39535523631
43,577.166353647163,1.44330792758529,1575.8118036757,4.74946889648016,4483.14933666379,9.50893931357242,2022,"2022-02-12",6642.32027081072
44,576.855018991221,1.42436326370578,1576.06633235751,4.68846512063603,4483.21327612127,9.58033860429792,2022,"2022-02-13",6642.24745585434
45,576.553156992801,1.40693152213492,1576.31411818145,4.62898015935529,4483.27339082269,9.64981905906692,2022,"2022-02-14",6642.17657767843
46,576.259872470008,1.39105752318114,1576.55534474542,4.57102796451078,4483.33005877637,9.71765400058,2022,"2022-02-15",6642.10736147949
47,575.974928825532,1.37635432588186,1576.79018532447,4.51457678538299,4483.38364854829,9.78395543023107,2022,"2022-02-16",6642.03969380956
48,575.698097308447,1.36260264922599,1577.01881284041,4.45958333701368,4483.43439596116,9.84880498777853,2022,"2022-02-17",6641.97349209626
49,575.426710045053,1.35114320148894,1577.24138283954,4.40617958324829,4483.48267086402,9.91287102156367,2022,"2022-02-18",6641.90808653335
50,575.154586371604,1.34513567449981,1577.45799966792,4.35476876837223,4483.5294078976,9.97772861025677,2022,"2022-02-19",6641.84189838
51,574.878559411552,1.34486969877759,1577.66870146296,4.30559878432859,4483.57617372724,10.0443961743129,2022,"2022-02-20",6641.77390308486
52,574.604168140809,1.34531800865639,1577.87354705722,4.258306940398,4483.62385343211,10.1117773008969,2022,"2022-02-21",6641.70519357919
53,574.340151731556,1.34098618661979,1578.0726870385,4.21221290521337,4483.67187258766,10.1777336050048,2022,"2022-02-22",6641.63791044955
54,574.090031220178,1.3311390627107,1578.26634700443,4.16688970257683,4483.71877020839,10.2411472378281,2022,"2022-02-23",6641.57317719829
55,573.852108488304,1.3182380953541,1578.45474784204,4.12228530107982,4483.76345057198,10.3021859533543,2022,"2022-02-24",6641.51083029876
56,573.625243047744,1.30367209399503,1578.63808512174,4.07837346710179,4483.80534713619,10.3610008000704,2022,"2022-02-25",6641.45072086677
57,573.409361178202,1.28782991194785,1578.81654544226,4.03508459754407,4483.84407912077,10.4175418711353,2022,"2022-02-26",6641.39290025072
