"time","POM","LMWC","AGG","MIC","MAOM","CO2","year","date","TOC"
1,634.094365025364,2.56843377680249,1730.23630976551,6.41531758068422,4971.13453851276,0,2022,"2022-01-01",7344.44896466112
2,633.039513410276,2.5601187020248,1730.66876005477,6.36163379223186,4971.33067967998,0.485724999323007,2022,"2022-01-02",7343.96070563928
3,632.051633882223,2.53340551445801,1731.08414676989,6.30734501728895,4971.52382775787,0.94355577531492,2022,"2022-01-03",7343.50035894173
4,631.127489635297,2.49596101863566,1731.48344827937,6.25177953390392,4971.71028102079,1.37247150792506,2022,"2022-01-04",7343.06895948799
5,630.261847460092,2.45311047975281,1731.86757188516,6.19473857777929,4971.88792461188,1.77379429451735,2022,"2022-01-05",7342.66519301466
6,629.447394727052,2.40898007617868,1732.23733406479,6.13639407640884,4972.05582009872,2.15066383701377,2022,"2022-01-06",7342.28592304315
7,628.67587911429,2.36665060526125,1732.59344573349,6.07716072269343,4972.2139498364,2.50714334026549,2022,"2022-01-07",7341.92708601214
8,627.941766188801,2.32707710459294,1732.93652303112,6.01742501329924,4972.36285410558,2.8462667836604,2022,"2022-01-08",7341.5856454434
9,627.243041939068,2.28959847667578,1733.26713510424,5.95738995034344,4972.5030689206,3.16939867737918,2022,"2022-01-09",7341.26023439093
10,626.577418380741,2.25402574771564,1733.58582359201,5.89723850831746,4972.63499506149,3.47788871950141,2022,"2022-01-10",7340.94950129027
11,625.943450361263,2.21984078658056,1733.89309643041,5.83709872277814,4972.75901741528,3.7726775646976,2022,"2022-01-11",7340.65250371632
12,625.34152485259,2.18600070616981,1734.18945344369,5.77695981740494,4972.87528421999,4.0537830285486,2022,"2022-01-12",7340.36922303984
13,624.770210812214,2.1526699873528,1734.47538523971,5.71688047678794,4972.98381060272,4.32190698426478,2022,"2022-01-13",7340.09895711879
14,624.22712908865,2.12033307524816,1734.75134889573,5.65698953481294,4973.08475840456,4.57819556266687,2022,"2022-01-14",7339.840558999
15,623.711022918535,2.08886364427311,1735.01777552838,5.59735908950836,4973.17832576221,4.82332955665005,2022,"2022-01-15",7339.59334694291
16,623.221004317091,2.0580462663324,1735.27507923913,5.53803130716023,4973.26466400548,5.05780403959508,2022,"2022-01-16",7339.35682513519
17,622.755902439691,2.02789654679336,1735.52365760512,5.47905724899744,4973.34389833858,5.28219978565554,2022,"2022-01-17",7339.13041217918
18,622.313956207387,1.99870459844158,1735.76390907568,5.42052489110066,4973.41620852364,5.49732059812271,2022,"2022-01-18",7338.91330329625
