forc_st	forc_sw	forc_npp	date	crop
9.72	0.2596	0	2022-01-01	wheat
9.28	0.2596	0	2022-01-02	wheat
8.82	0.2596	0	2022-01-03	wheat
8.4	0.2596	0	2022-01-04	wheat
8.01	0.2596	0	2022-01-05	wheat
7.65	0.2596	0	2022-01-06	wheat
7.31	0.2596	0	2022-01-07	wheat
6.96	0.2596	0	2022-01-08	wheat
6.64	0.2596	0	2022-01-09	wheat
6.36	0.2596	0	2022-01-10	wheat
6.15	0.2596	0	2022-01-11	wheat
5.94	0.2595	0	2022-01-12	wheat
5.74	0.2595	0	2022-01-13	wheat
5.52	0.2595	0	2022-01-14	wheat
5.25	0.2595	0	2022-01-15	wheat
4.98	0.2595	0	2022-01-16	wheat
4.75	0.2595	0	2022-01-17	wheat
4.5	0.2595	0	2022-01-18	wheat
4.26	0.2595	0	2022-01-19	wheat
4.04	0.2595	0	2022-01-20	wheat
3.89	0.2595	0	2022-01-21	wheat
3.82	0.26	0	2022-01-22	wheat
3.78	0.26	0	2022-01-23	wheat
3.76	0.26	0	2022-01-24	wheat
3.72	0.26	0	2022-01-25	wheat
3.61	0.26	0	2022-01-26	wheat
3.54	0.26	0	2022-01-27	wheat
3.5	0.26	0	2022-01-28	wheat
3.46	0.26	0	2022-01-29	wheat
3.38	0.26	0	2022-01-30	wheat
3.27	0.26	0	2022-01-31	wheat
3.15	0.26	0	2022-02-01	wheat
3.06	0.26	0	2022-02-02	wheat
2.97	0.26	0	2022-02-03	wheat
2.9	0.26	0	2022-02-04	wheat
2.84	0.26	0	2022-02-05	wheat
2.78	0.26	0	2022-02-06	wheat
2.71	0.26	0	2022-02-07	wheat
2.62	0.26	0	2022-02-08	wheat
2.52	0.26	0	2022-02-09	wheat
2.4	0.26	0	2022-02-10	wheat
2.32	0.26	0	2022-02-11	wheat
2.26	0.26	0	2022-02-12	wheat
2.23	0.26	0	2022-02-13	wheat
2.23	0.26	0	2022-02-14	wheat
2.24	0.26	0	2022-02-15	wheat
2.24	0.26	0	2022-02-16	wheat
2.26	0.26	0	2022-02-17	wheat
2.4	0.26	0	2022-02-18	wheat
2.78	0.26	0	2022-02-19	wheat
3.09	0.26	0	2022-02-20	wheat
3.13	0.26	0	2022-02-21	wheat
2.92	0.26	0	2022-02-22	wheat
2.73	0.26	0	2022-02-23	wheat
2.59	0.2599	0	2022-02-24	wheat
