"year","month","day","dayofyear","radn_MJm2","radn_Ld","radn_Wm2","maxt_C","mint_C","rain_mm","rain_cm","meanw_ms","tavg"
2022,1,1,1,2.86384032,68.4016979547363,33.1463,-8.1982241435841,-2.12938229923994,1.30385197231149,0.130385197231149,4.718,-2.1933
2022,1,2,2,5.22269856,124.742097844951,60.4479,-8.5232241435841,2.65921770076006,2.83485197231149,0.283485197231149,6.1859,0.0385
2022,1,3,3,4.62700512,110.514194678724,53.5533,-13.6994241435841,-3.41988229923994,2.94485197231149,0.294485197231149,2.0058,-5.58915
2022,1,4,4,7.51933152,179.596271433377,87.0293,-14.2712241435841,-3.17748229923994,0.202851972311493,0.0202851972311493,2.2111,-5.75385
2022,1,5,5,5.90169024,140.959546661769,68.3066,-13.2454241435841,-1.67808229923994,0.200851972311493,0.0200851972311493,2.843,-4.49125
2022,1,6,6,4.01329728,95.8560246645054,46.4502,-9.5513241435841,5.88931770076006,3.01285197231149,0.301285197231149,3.4156,1.1395
2022,1,7,7,2.09933856,50.1418745601889,24.2979,-3.1572241435841,10.3753177007601,30.8948519723115,3.08948519723115,6.814,6.57955
2022,1,8,8,3.29959872,78.8096156901914,38.1898,-3.7183241435841,6.20681770076006,1.84185197231149,0.184185197231149,7.7231,4.21475
2022,1,9,9,3.51545184,83.9651824352072,40.6881,-5.9413241435841,4.41241770076006,0.0978519723114935,0.00978519723114935,5.9384,2.20605
2022,1,10,10,1.30350816,31.1337789398307,15.0869,-6.5803241435841,8.59591770076006,3.78385197231149,0.378385197231149,5.8398,3.9783
2022,1,11,11,4.96785312,118.655214896107,57.4983,-13.7984241435841,2.51301770076006,4.42185197231149,0.442185197231149,4.716,-2.6722
2022,1,12,12,7.38502272,176.388358650634,85.4748,-15.7448241435841,-1.22918229923994,0.0978519723114935,0.00978519723114935,2.6733,-5.5165
2022,1,13,13,4.20889824,100.527876545401,48.7141,-13.1419241435841,4.61551770076006,2.90785197231149,0.290785197231149,2.3421,-1.2927
2022,1,14,14,7.0257456,167.807166161421,81.3165,-13.4275241435841,6.28761770076006,0.511851972311493,0.0511851972311493,4.0481,-0.59945
2022,1,15,15,6.81390144,162.747351846846,78.8646,-14.2427241435841,1.50821770076006,0.0978519723114935,0.00978519723114935,2.7579,-3.39675
2022,1,16,16,9.22122144,220.245241785205,106.7271,-15.3719241435841,-1.56988229923994,0.0978519723114935,0.00978519723114935,2.197,-5.5004
2022,1,17,17,10.32466176,246.600479174878,119.4984,-12.1092241435841,0.111217700760056,0.0978519723114935,0.00978519723114935,2.1444,-3.0285
2022,1,18,18,6.94960128,165.988489072048,80.4352,-10.9023241435841,2.76071770076006,2.03585197231149,0.203585197231149,2.6871,-1.1003
2022,1,19,19,6.59971584,157.631613160181,76.3856,-11.1458241435841,6.91061770076006,0.0978519723114935,0.00978519723114935,5.0843,0.8529
2022,1,20,20,6.84860832,163.576312004342,79.2663,-9.2698241435841,9.80141770076006,0.0978519723114935,0.00978519723114935,5.4774,3.2363
2022,1,21,21,2.7456192,65.5780330717338,31.778,-8.8969241435841,9.71291770076006,0.490851972311493,0.0490851972311493,4.3259,3.3785
2022,1,22,22,6.54070464,156.222153893141,75.7026,-9.6242241435841,5.83751770076006,1.31385197231149,0.131385197231149,3.7271,1.07715
2022,1,23,23,6.31740384,150.888702245023,73.1181,-10.5231241435841,4.79611770076006,0.0978519723114935,0.00978519723114935,3.974,0.107
2022,1,24,24,5.63720256,134.642362608676,65.2454,-10.2284241435841,9.96451770076006,0.0978519723114935,0.00978519723114935,3.9321,2.83855
2022,1,25,25,5.5851984,133.40026373191,64.6435,-11.0358241435841,9.85501770076006,0.568851972311493,0.0568851972311493,2.7873,2.3801
2022,1,26,26,8.07531552,192.875730267054,93.4643,-10.4666241435841,3.35671770076006,0.0978519723114935,0.00978519723114935,2.1305,-0.58445
2022,1,27,27,4.82290848,115.193269264502,55.8207,-8.4052241435841,4.53501770076006,0.0978519723114935,0.00978519723114935,4.0508,1.0354
2022,1,28,28,5.84883936,139.697224211332,67.6949,-8.8473241435841,6.72541770076006,0.422851972311493,0.0422851972311493,4.4577,1.90955
2022,1,29,29,5.85258048,139.786579388877,67.7382,-11.7218241435841,2.88601770076006,1.16385197231149,0.116385197231149,5.8856,-1.4474
2022,1,30,30,8.58588768,205.070545190401,99.3737,-12.2133241435841,2.23771770076006,0.0978519723114935,0.00978519723114935,4.7034,-2.0173
2022,1,31,31,9.38756736,224.218348559483,108.6524,-10.8031241435841,5.94281770076006,0.629851972311493,0.0629851972311493,4.1354,0.54035
2022,2,1,32,8.22080448,196.350676767447,95.1482,-7.7706241435841,5.28511770076006,0.0978519723114935,0.00978519723114935,2.8689,1.72775
2022,2,2,33,11.25110304,268.728164215418,130.2211,-10.3319241435841,-0.482382299239944,0.0978519723114935,0.00978519723114935,5.2597,-2.43665
2022,2,3,34,10.60584192,253.316356537477,122.7528,-18.5763241435841,0.386417700760056,0.0978519723114935,0.00978519723114935,4.6492,-6.12445
2022,2,4,35,11.2907952,269.676195821975,130.6805,-17.1870241435841,-2.71678229923994,0.0978519723114935,0.00978519723114935,3.5698,-6.9814
