# Planting report for the MCSE
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/292
# The newest version of the data https://lter.kbs.msu.edu/datatables/292.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/7.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# obs_date		The observation date
# Treatment		experimental treatment
# Replicate		LTER Replicate
# Plot		LTER Plot
# Material		material used
# Rate	number	rate of application
# Unit		units per acre
# propagules_per_acre	numberPerAcre	the number of propagules (seeds or plants) planted per acre
# propagule_rate_estimation_flag		a flag to indicate if the number of propagules has been estimate and 'E' indicates and estimated values based on the source_for_estimation and a an empty values indicates a reported value.
# source_for_estimation		references for the conversion from the reported planting rates  to the propagules_per_acre column
# Comment		aa note about the sample
# source		the source URL for the observation
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2020-05-06 Sven Bohm. Added source URL
#2020-5-6 Sven Bohm. Added other replicates
#
obs_date,Treatment,Replicate,Plot,Material,Rate,Unit,propagules_per_acre,propagule_rate_estimation_flag,source_for_estimation,Comment,source
2011-05-06,T2,R2,T2R2,Dekalb DKC52-59 Corn Hybrid,29500,seeds,29500,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER treatment 2, all reps. Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 29,500 seeds/acre. Planting depth: 1.75 inches. Applied 19-17-0 liquid fertilizer at 14 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. The 14 gal/A of fertilizer provided 29 lbs N/A and 26 lbs P2O5/A. Row Spacing: 30 inches. 

Treatment 2 Reps: 6, 5, 4, and 3 were planted on May 6, 2011. Treatment 2 Reps: 2 and 1 were planted on May 7, 2011 ",https://aglog.kbs.msu.edu/observations/1670
2011-05-06,T2,R3,T2R3,Dekalb DKC52-59 Corn Hybrid,29500,seeds,29500,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER treatment 2, all reps. Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 29,500 seeds/acre. Planting depth: 1.75 inches. Applied 19-17-0 liquid fertilizer at 14 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. The 14 gal/A of fertilizer provided 29 lbs N/A and 26 lbs P2O5/A. Row Spacing: 30 inches. 

Treatment 2 Reps: 6, 5, 4, and 3 were planted on May 6, 2011. Treatment 2 Reps: 2 and 1 were planted on May 7, 2011 ",https://aglog.kbs.msu.edu/observations/1670
2011-05-06,T2,R4,T2R4,Dekalb DKC52-59 Corn Hybrid,29500,seeds,29500,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER treatment 2, all reps. Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 29,500 seeds/acre. Planting depth: 1.75 inches. Applied 19-17-0 liquid fertilizer at 14 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. The 14 gal/A of fertilizer provided 29 lbs N/A and 26 lbs P2O5/A. Row Spacing: 30 inches. 

Treatment 2 Reps: 6, 5, 4, and 3 were planted on May 6, 2011. Treatment 2 Reps: 2 and 1 were planted on May 7, 2011 ",https://aglog.kbs.msu.edu/observations/1670
2011-05-06,T2,R5,T2R5,Dekalb DKC52-59 Corn Hybrid,29500,seeds,29500,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER treatment 2, all reps. Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 29,500 seeds/acre. Planting depth: 1.75 inches. Applied 19-17-0 liquid fertilizer at 14 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. The 14 gal/A of fertilizer provided 29 lbs N/A and 26 lbs P2O5/A. Row Spacing: 30 inches. 

Treatment 2 Reps: 6, 5, 4, and 3 were planted on May 6, 2011. Treatment 2 Reps: 2 and 1 were planted on May 7, 2011 ",https://aglog.kbs.msu.edu/observations/1670
2011-05-06,T2,R6,T2R6,Dekalb DKC52-59 Corn Hybrid,29500,seeds,29500,,brian baer: changed from 90000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf (avg 1750 seed/lb * 56 lb/bu),"Planted corn in the LTER treatment 2, all reps. Planted with JD 7330 tractor and JD 1730 planter. Planted Dekalb DKC52-59 seed corn at 29,500 seeds/acre. Planting depth: 1.75 inches. Applied 19-17-0 liquid fertilizer at 14 gallons/acre. The fertilizer was placed two inches to the side and two inches below the seed at planting. The 14 gal/A of fertilizer provided 29 lbs N/A and 26 lbs P2O5/A. Row Spacing: 30 inches. 

Treatment 2 Reps: 6, 5, 4, and 3 were planted on May 6, 2011. Treatment 2 Reps: 2 and 1 were planted on May 7, 2011 ",https://aglog.kbs.msu.edu/observations/1670
2010-11-03,,,LTER_Alleyway,Turfgrass seed (variety listed in description),250,pound,,E,,"Planted grass in LTER main site alleyways. Alleyways which were seeded were on the north end of replicate 5, south of all plots along B Avenue, and area immediately to west of Cellulosic Ethanol Study. Seeded areas were seeded with the Brillion SS12 seeder in 2-3 complete passes over all areas. Soil had been previously worked up with chisle plow, subsoiler, disc harrow, and soil finisher, however, in the ensuing 3-4 weeks we had received a couple of rains so the soil was somewhat packed down. It was determined that 2-3 passes of the Brillion's packers loosened the soil sufficient to allow the seed to obtain good contact with the soil and for a significant amount of seed to be buried. 825 pounds of seed were used to cover an area of approximately 3.3 acres. This worked out to be approximately 250 lbs/A. An additional 50 pounds approximately was hand seeded at intersections with other drives and at the start and end of the alleys that were seeded. The mixture of seed used was Kalamazoo Wear Green Mix from Kalamazoo Landscape Supply. Kalamazoo Wear Green Mix was composed of 33.25% 2nd Millennium Tall Fescue, 33.22% Lexington Tall Fescue, 33.16% of Kalahari Tall Fescue, and 0.33% inert matter; the seed mix had a stated germination rate of 85%. Weather conditions at time of planting were cold and mostly cloudy (39 degrees F). ",https://aglog.kbs.msu.edu/observations/1621
2010-04-19,T5,R3,T5R3,NM-6 hybrid poplar tree: populus nigra x populus maximowiczii,,unknown,,,,"Replanted poplar trees in the LTER Main Site Treatment T5s, all replications (Date planting was completed: reps R4 (4/15), R3 (4/15-16), R2 (4/16), R1 (4/16), R5 (4/16), and R6(4/19)). Trees were replanted over a 3-day span from 04/15-04/19/2010. Criteria for replanting: 1. original cutting from 2009 did not grow; 2. original cutting from 2009 grew but total visible growth was less than 6”; 3. original cutting grew well but deer damaged the tree to below ground level and nothing was visible above ground. Transplanting material were 1 year old bare root whips measuring between 3 feet and 6 feet in height. Roots were pruned as necessary to reduce the risk of J-hook. Roots were also soaked for approximately 1-2 hours prior to planting. A hole was dug approximately 8-12 inches deep and 8-15 inches in diameter, the root ball placed in it, and the hole was filled in. The following number of trees was planted: Replicate 1 - 58; Replicate 2 - 65; Replicate 3 - 43; Replicate 4 - 93; Replicate 5 - 80; Replicate 6 - 66. ",https://aglog.kbs.msu.edu/observations/1533
2010-04-19,T5,R1,T5R1,NM-6 hybrid poplar tree: populus nigra x populus maximowiczii,,unknown,,,,"Replanted poplar trees in the LTER Main Site Treatment T5s, all replications (Date planting was completed: reps R4 (4/15), R3 (4/15-16), R2 (4/16), R1 (4/16), R5 (4/16), and R6(4/19)). Trees were replanted over a 3-day span from 04/15-04/19/2010. Criteria for replanting: 1. original cutting from 2009 did not grow; 2. original cutting from 2009 grew but total visible growth was less than 6”; 3. original cutting grew well but deer damaged the tree to below ground level and nothing was visible above ground. Transplanting material were 1 year old bare root whips measuring between 3 feet and 6 feet in height. Roots were pruned as necessary to reduce the risk of J-hook. Roots were also soaked for approximately 1-2 hours prior to planting. A hole was dug approximately 8-12 inches deep and 8-15 inches in diameter, the root ball placed in it, and the hole was filled in. The following number of trees was planted: Replicate 1 - 58; Replicate 2 - 65; Replicate 3 - 43; Replicate 4 - 93; Replicate 5 - 80; Replicate 6 - 66. ",https://aglog.kbs.msu.edu/observations/1533
2010-04-19,T5,R2,T5R2,NM-6 hybrid poplar tree: populus nigra x populus maximowiczii,,unknown,,,,"Replanted poplar trees in the LTER Main Site Treatment T5s, all replications (Date planting was completed: reps R4 (4/15), R3 (4/15-16), R2 (4/16), R1 (4/16), R5 (4/16), and R6(4/19)). Trees were replanted over a 3-day span from 04/15-04/19/2010. Criteria for replanting: 1. original cutting from 2009 did not grow; 2. original cutting from 2009 grew but total visible growth was less than 6”; 3. original cutting grew well but deer damaged the tree to below ground level and nothing was visible above ground. Transplanting material were 1 year old bare root whips measuring between 3 feet and 6 feet in height. Roots were pruned as necessary to reduce the risk of J-hook. Roots were also soaked for approximately 1-2 hours prior to planting. A hole was dug approximately 8-12 inches deep and 8-15 inches in diameter, the root ball placed in it, and the hole was filled in. The following number of trees was planted: Replicate 1 - 58; Replicate 2 - 65; Replicate 3 - 43; Replicate 4 - 93; Replicate 5 - 80; Replicate 6 - 66. ",https://aglog.kbs.msu.edu/observations/1533
2010-04-19,T5,R4,T5R4,NM-6 hybrid poplar tree: populus nigra x populus maximowiczii,,unknown,,,,"Replanted poplar trees in the LTER Main Site Treatment T5s, all replications (Date planting was completed: reps R4 (4/15), R3 (4/15-16), R2 (4/16), R1 (4/16), R5 (4/16), and R6(4/19)). Trees were replanted over a 3-day span from 04/15-04/19/2010. Criteria for replanting: 1. original cutting from 2009 did not grow; 2. original cutting from 2009 grew but total visible growth was less than 6”; 3. original cutting grew well but deer damaged the tree to below ground level and nothing was visible above ground. Transplanting material were 1 year old bare root whips measuring between 3 feet and 6 feet in height. Roots were pruned as necessary to reduce the risk of J-hook. Roots were also soaked for approximately 1-2 hours prior to planting. A hole was dug approximately 8-12 inches deep and 8-15 inches in diameter, the root ball placed in it, and the hole was filled in. The following number of trees was planted: Replicate 1 - 58; Replicate 2 - 65; Replicate 3 - 43; Replicate 4 - 93; Replicate 5 - 80; Replicate 6 - 66. ",https://aglog.kbs.msu.edu/observations/1533
2010-04-19,T5,R5,T5R5,NM-6 hybrid poplar tree: populus nigra x populus maximowiczii,,unknown,,,,"Replanted poplar trees in the LTER Main Site Treatment T5s, all replications (Date planting was completed: reps R4 (4/15), R3 (4/15-16), R2 (4/16), R1 (4/16), R5 (4/16), and R6(4/19)). Trees were replanted over a 3-day span from 04/15-04/19/2010. Criteria for replanting: 1. original cutting from 2009 did not grow; 2. original cutting from 2009 grew but total visible growth was less than 6”; 3. original cutting grew well but deer damaged the tree to below ground level and nothing was visible above ground. Transplanting material were 1 year old bare root whips measuring between 3 feet and 6 feet in height. Roots were pruned as necessary to reduce the risk of J-hook. Roots were also soaked for approximately 1-2 hours prior to planting. A hole was dug approximately 8-12 inches deep and 8-15 inches in diameter, the root ball placed in it, and the hole was filled in. The following number of trees was planted: Replicate 1 - 58; Replicate 2 - 65; Replicate 3 - 43; Replicate 4 - 93; Replicate 5 - 80; Replicate 6 - 66. ",https://aglog.kbs.msu.edu/observations/1533
2010-04-19,T5,R6,T5R6,NM-6 hybrid poplar tree: populus nigra x populus maximowiczii,,unknown,,,,"Replanted poplar trees in the LTER Main Site Treatment T5s, all replications (Date planting was completed: reps R4 (4/15), R3 (4/15-16), R2 (4/16), R1 (4/16), R5 (4/16), and R6(4/19)). Trees were replanted over a 3-day span from 04/15-04/19/2010. Criteria for replanting: 1. original cutting from 2009 did not grow; 2. original cutting from 2009 grew but total visible growth was less than 6”; 3. original cutting grew well but deer damaged the tree to below ground level and nothing was visible above ground. Transplanting material were 1 year old bare root whips measuring between 3 feet and 6 feet in height. Roots were pruned as necessary to reduce the risk of J-hook. Roots were also soaked for approximately 1-2 hours prior to planting. A hole was dug approximately 8-12 inches deep and 8-15 inches in diameter, the root ball placed in it, and the hole was filled in. The following number of trees was planted: Replicate 1 - 58; Replicate 2 - 65; Replicate 3 - 43; Replicate 4 - 93; Replicate 5 - 80; Replicate 6 - 66. ",https://aglog.kbs.msu.edu/observations/1533
2010-03-22,T4,R2,T4R2,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Air seeded LTER Main Site Treatment T4 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. Temperature was 35'52°F, wind was northeast at 10-13 mph, relative humidity was 46%. All replicates were seeded in 18 passes across the field, replicate order was R6, R5, R3, R1, R2, and R4.",https://aglog.kbs.msu.edu/observations/1517
2010-03-22,T4,R3,T4R3,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Air seeded LTER Main Site Treatment T4 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. Temperature was 35'52°F, wind was northeast at 10-13 mph, relative humidity was 46%. All replicates were seeded in 18 passes across the field, replicate order was R6, R5, R3, R1, R2, and R4.",https://aglog.kbs.msu.edu/observations/1517
2010-03-22,T4,R4,T4R4,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Air seeded LTER Main Site Treatment T4 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. Temperature was 35'52°F, wind was northeast at 10-13 mph, relative humidity was 46%. All replicates were seeded in 18 passes across the field, replicate order was R6, R5, R3, R1, R2, and R4.",https://aglog.kbs.msu.edu/observations/1517
2010-03-22,T4,R6,T4R6,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Air seeded LTER Main Site Treatment T4 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. Temperature was 35'52°F, wind was northeast at 10-13 mph, relative humidity was 46%. All replicates were seeded in 18 passes across the field, replicate order was R6, R5, R3, R1, R2, and R4.",https://aglog.kbs.msu.edu/observations/1517
2010-03-22,T4,R1,T4R1,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Air seeded LTER Main Site Treatment T4 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. Temperature was 35'52°F, wind was northeast at 10-13 mph, relative humidity was 46%. All replicates were seeded in 18 passes across the field, replicate order was R6, R5, R3, R1, R2, and R4.",https://aglog.kbs.msu.edu/observations/1517
2010-03-22,T4,R5,T4R5,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Air seeded LTER Main Site Treatment T4 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. Temperature was 35'52°F, wind was northeast at 10-13 mph, relative humidity was 46%. All replicates were seeded in 18 passes across the field, replicate order was R6, R5, R3, R1, R2, and R4.",https://aglog.kbs.msu.edu/observations/1517
2010-03-19,T3,R1,T3R1,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Airseeded LTER Main Site Treatment T3 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. All replicates were seeded in 18 passes across the field, replicate order was R5, R4, R2, R3, R1, and R6. ",https://aglog.kbs.msu.edu/observations/1515
2010-03-19,T3,R4,T3R4,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Airseeded LTER Main Site Treatment T3 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. All replicates were seeded in 18 passes across the field, replicate order was R5, R4, R2, R3, R1, and R6. ",https://aglog.kbs.msu.edu/observations/1515
2010-03-19,T3,R3,T3R3,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Airseeded LTER Main Site Treatment T3 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. All replicates were seeded in 18 passes across the field, replicate order was R5, R4, R2, R3, R1, and R6. ",https://aglog.kbs.msu.edu/observations/1515
2010-03-19,T3,R2,T3R2,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Airseeded LTER Main Site Treatment T3 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. All replicates were seeded in 18 passes across the field, replicate order was R5, R4, R2, R3, R1, and R6. ",https://aglog.kbs.msu.edu/observations/1515
2010-03-19,T3,R5,T3R5,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Airseeded LTER Main Site Treatment T3 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. All replicates were seeded in 18 passes across the field, replicate order was R5, R4, R2, R3, R1, and R6. ",https://aglog.kbs.msu.edu/observations/1515
2010-03-19,T3,R6,T3R6,red clover,12,pound,3300000,E,https://www.stockseed.com/Shop/legumes/medium-red-clover and Seeding rate should be 6 to 15 lbs/ac -- https://extension.psu.edu/management-of-red-clover-as-a-cover-crop,"Airseeded LTER Main Site Treatment T3 with Medium Red Clover at 12 lbs/A. Clover seed was from DKB Farms & Services LLC, Columbiaville MI 48421 Lot S 80 100023 DKBCLO8: OCIA Certiified Organic Clover Lot# B1E1-2J3J4A-BJ5O108 (Member ID 11449). Clover was seeded with John Deere 5220 tractor traveling at 5.0 mph, gear C1 at 1600 rpm’s, and Gandy Air Seeder (15 ft boom length) equipped with 8 deflectors spaced 20” apart. Gandy motor setting was 1.6 and gates on the Gandy were all the way open. Boom height was 23 inches from the ground, bottom of the defectors were 20 inches from the ground. All replicates were seeded in 18 passes across the field, replicate order was R5, R4, R2, R3, R1, and R6. ",https://aglog.kbs.msu.edu/observations/1515
2009-11-16,T3,R3,T3R3,Pioneer 25R47 Soft Red Winter Wheat (treated),168,pound,2016000,E,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted Pioneer 25R47 Soft Red Winter Wheat into LTER Main Site treatment T3 replications 1 and 3. Planted with JD 7420(a) tractor and JD 750 no-till drill. Drill setting 41 and 3 depth setting. Seeding rate was calculated as 168 lbs/A compared to the calibration which was estimated at 174 lbs/A. Each pound of seed contained 11,500 seeds, therefore 168 lbs/A x 11,500 seeds/lbs = 1,932,000 seeds/A. Each plot was 1 hectare (2.47 acre). All replications were planted using the marker arm on the drill to guide row placement. Treated seed was used and had been treated with Difenoconazole and Mefenoxam ",https://aglog.kbs.msu.edu/observations/1458
2009-11-16,T3,R1,T3R1,Pioneer 25R47 Soft Red Winter Wheat (treated),168,pound,2016000,E,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted Pioneer 25R47 Soft Red Winter Wheat into LTER Main Site treatment T3 replications 1 and 3. Planted with JD 7420(a) tractor and JD 750 no-till drill. Drill setting 41 and 3 depth setting. Seeding rate was calculated as 168 lbs/A compared to the calibration which was estimated at 174 lbs/A. Each pound of seed contained 11,500 seeds, therefore 168 lbs/A x 11,500 seeds/lbs = 1,932,000 seeds/A. Each plot was 1 hectare (2.47 acre). All replications were planted using the marker arm on the drill to guide row placement. Treated seed was used and had been treated with Difenoconazole and Mefenoxam ",https://aglog.kbs.msu.edu/observations/1458
2009-11-14,T4,R5,T4R5,Pioneer 25R47 Soft Red Winter Wheat (untreated),178,pound,2136000,E,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted LTER main site treatment T4 replications 1, 2, 4, and 5 with Pioneer 25R47 Soft Red Winter Wheat, untreated seed. Planted with JD 5425 tractor and JD 450 conventional drill. Depth was set to approximately 1/2” to 3/4”. Seeding rate was calculated as 181 lbs/A compared to the calibration which was estimated at 178 lbs/A. Each pound of seed contained 11,000 seeds, therefore 178 lbs/A x 11,000 seeds/lbs = 1,958,000 seeds/A. ",https://aglog.kbs.msu.edu/observations/1456
2009-11-14,T4,R2,T4R2,Pioneer 25R47 Soft Red Winter Wheat (untreated),178,pound,2136000,E,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted LTER main site treatment T4 replications 1, 2, 4, and 5 with Pioneer 25R47 Soft Red Winter Wheat, untreated seed. Planted with JD 5425 tractor and JD 450 conventional drill. Depth was set to approximately 1/2” to 3/4”. Seeding rate was calculated as 181 lbs/A compared to the calibration which was estimated at 178 lbs/A. Each pound of seed contained 11,000 seeds, therefore 178 lbs/A x 11,000 seeds/lbs = 1,958,000 seeds/A. ",https://aglog.kbs.msu.edu/observations/1456
2009-11-14,T4,R1,T4R1,Pioneer 25R47 Soft Red Winter Wheat (untreated),178,pound,2136000,E,brian baer: changed from 15000 https://www.canr.msu.edu/field_crops/uploads/archive/E2107.pdf,"Planted LTER main site treatment T4 replications 1, 2, 4, and 5 with Pioneer 25R47 Soft Red Winter Wheat, untreated seed. Planted with JD 5425 tractor and JD 450 conventional drill. Depth was set to approximately 1/2” to 3/4”. Seeding rate was calculated as 181 lbs/A compared to the calibration which was estimated at 178 lbs/A. Each pound of seed contained 11,000 seeds, therefore 178 lbs/A x 11,000 seeds/lbs = 1,958,000 seeds/A. ",https://aglog.kbs.msu.edu/observations/1456
